1,764
1,547
1,583
1,12849
1,597
1,2875
1,706
1,809
1,829
1,10400
1,583
1,9944
1,875
1,618
1,597
1,8722
1,9438
1,5660
1,8869
1,706
1,4040
1,539
1,764
1,7218
1,583
1,2945
1,6428
1,597
1,993
1,659
1,5723
1,662
1,706
1,3227
1,4040
1,815
1,3313
1,2863
1,597
1,1181
1,643
1,706
1,909
1,2742
1,597
1,630
1,681
1,706
1,764
1,597
1,539
1,706
1,597
2,583
2,9727
2,11634
2,792
2,1587
2,6936
2,815
2,824
2,10928
2,10417
2,7408
2,10499
2,3337
2,583
2,9786
2,9969
2,10322
2,10468
2,6289
2,1925
2,5635
2,1120
2,597
2,9811
2,2576
2,659
2,8869
2,7887
2,8651
2,1553
2,8026
2,4078
2,8103
2,8001
2,1587
2,1428
2,7419
2,7263
2,571
2,597
2,764
2,820
2,583
2,564
2,756
2,782
2,792
3,583
3,5145
3,8770
3,4570
3,4697
3,3399
3,7734
3,2564
3,6879
3,630
3,5822
3,673
3,6119
3,664
3,5145
3,3399
3,764
4,809
4,546
4,583
4,809
4,583
5,10425
5,583
5,9832
5,3556
5,564
5,5229
5,1971
5,7220
5,564
5,6215
5,4165
5,3885
5,1971
5,3686
6,764
6,564
6,9786
6,583
6,764
7,583
7,583
7,1985
7,4451
7,2652
7,2993
7,2599
7,1985
7,679
7,1575
7,832
8,1985
8,759
8,764
8,583
8,8295
8,9438
8,8691
8,4347
8,10224
8,9438
9,583
9,3112
9,859
9,6805
9,597
9,620
9,643
9,756
9,782
9,3559
9,3606
9,3410
9,3112
9,1874
10,583
10,2072
10,764
11,583
11,583
11,1985
11,1859
11,764
11,809
11,1428
11,6356
11,7041
11,3237
11,1182
11,3459
11,4789
11,3179
12,583
12,3740
12,2863
12,630
12,5330
13,583
13,2892
13,583
13,584
13,3237
13,875
13,597
13,734
13,1985
13,4180
13,1876
13,764
13,809
13,820
13,3559
13,571
13,583
13,3237
13,597
13,6140
13,657
13,756
13,764
13,782
14,583
14,583
14,1985
15,583
15,1985
16,583
16,895
17,10906
17,1069
17,12226
17,4271
17,764
17,829
17,583
17,859
17,9272
17,875
17,10108
17,9729
17,8587
17,4993
17,764
17,3550
17,567
17,583
17,3237
17,624
17,4993
17,764
17,809
17,2564
17,583
17,657
17,1985
17,1859
17,690
17,756
17,1563
17,794
17,1475
17,1457
17,583
17,597
17,734
17,756
17,764
17,782
17,792
18,583
18,573
18,3559
18,2886
19,583
19,7760
19,583
19,1595
19,7760
19,3261
19,859
19,583
19,681
19,1595
19,1309
19,1478
19,583
19,859
19,2263
19,679
19,1595
19,820
19,1478
19,583
19,764
19,820
20,583
20,1428
20,3459
21,583
21,583
21,859
21,3237
21,1985
21,764
21,809
21,820
21,3337
21,583
21,1859
21,3179
21,1874
22,583
22,684
22,706
22,1616
22,583
22,8722
22,684
22,800
22,583
22,684
22,800
22,756
23,3227
23,820
23,7132
23,10317
23,859
23,9944
23,11255
23,764
23,820
23,583
23,597
23,8822
23,578
23,4007
24,583
24,10031
24,10376
24,2949
24,3027
24,11925
24,12228
24,11862
24,11263
25,743
25,794
25,564
25,583
25,859
25,10047
25,12939
25,12795
25,597
25,9438
25,8869
25,756
25,1595
25,792
25,815
25,10402
25,10355
25,583
25,10047
25,1229
25,9438
25,8869
25,8691
25,3904
25,743
25,706
25,764
25,820
25,7554
25,859
25,1101
25,1229
25,2863
25,6406
25,597
25,5947
25,659
25,2453
25,662
25,5639
25,4364
25,3904
25,820
25,597
25,2314
25,743
25,764
25,820
25,2314
26,583
26,10460
26,5129
26,7132
26,583
26,8587
26,1985
26,2160
26,764
26,782
26,820
26,3550
26,1854
26,858
26,859
26,597
26,5448
26,3459
26,764
26,782
26,820
26,3676
26,583
26,3221
26,3128
26,3045
26,679
26,1428
27,7317
27,3559
27,10417
27,10392
27,6356
27,10313
27,985
27,3237
27,8256
27,4347
27,764
27,3559
27,764
27,578
27,583
28,583
28,6113
28,2126
28,846
28,583
28,3441
28,1184
28,1120
28,3229
28,3270
28,3045
28,1182
29,583
29,583
29,583
30,809
30,564
30,583
30,9272
30,3986
30,564
30,3307
30,597
30,3097
31,3227
31,564
31,583
31,13223
31,859
31,9944
31,1985
31,759
31,764
31,583
31,3237
31,597
31,620
31,9813
31,743
31,1101
31,759
31,6859
31,4553
32,3227
32,6958
32,564
32,583
32,597
32,684
32,706
32,561
32,564
32,583
32,706
32,3227
32,764
32,820
32,1170
32,564
32,597
32,664
32,706
32,4000
32,764
32,809
32,824
32,564
32,2886
32,597
32,764
33,583
33,3904
33,583
33,9368
33,3904
33,7154
33,597
33,3904
33,2314
33,792
33,583
33,1101
33,895
33,597
33,2453
33,2314
33,756
33,792
33,764
33,820
33,2314
34,809
34,583
34,12437
34,6772
35,583
35,743
35,3399
35,617
36,809
36,1428
36,984
36,583
36,10322
36,764
36,1428
36,583
36,5226
36,1985
36,1595
36,764
36,1428
36,984
36,567
36,7041
36,3237
36,597
36,2576
36,679
36,4789
36,756
36,1595
36,1859
36,4271
36,764
36,1428
36,984
36,859
36,1101
36,2993
36,1202
36,2954
36,657
36,2534
36,2429
36,1859
36,1428
37,820
37,567
37,583
37,618
37,786
37,764
37,567
37,583
37,1595
37,786
37,1375
37,820
37,583
37,5362
37,5633
37,756
37,820
37,2564
37,3337
37,583
37,1256
37,792
37,820
37,564
37,583
37,764
37,583
37,756
37,820
37,583
37,756
37,597
37,784
37,820
37,583
37,859
38,592
38,583
38,11870
38,597
38,645
38,12545
38,1985
38,544
38,1309
38,858
38,583
38,3839
38,633
38,648
38,2875
38,691
38,1985
38,757
38,547
38,584
38,583
38,597
38,646
38,662
38,680
38,3841
38,1985
38,3227
38,1587
38,792
38,782
38,1604
38,809
38,1428
38,984
38,566
38,583
38,878
38,2740
38,2534
38,690
38,1521
38,1563
38,782
38,791
38,764
38,546
38,820
38,583
39,583
39,706
40,3299
40,583
40,3237
40,9272
40,6812
40,6627
40,8869
40,1595
40,1309
40,557
40,564
40,7980
40,3740
40,3559
40,4941
40,3110
41,3227
41,583
41,823
41,597
41,706
41,3227
41,764
41,583
41,597
41,5525
41,706
41,583
41,597
41,6049
41,659
41,684
41,706
41,756
41,759
41,764
41,820
41,597
42,13154
42,12999
42,1874
42,9786
42,583
42,3237
42,13060
42,690
42,1859
42,764
42,564
42,9330
42,9786
42,859
42,1874
42,764
43,583
43,1985
43,7408
44,583
44,583
44,8587
44,764
44,3606
44,564
44,5129
44,2935
44,820
45,782
45,3326
45,583
45,859
45,13035
45,4697
45,764
45,3559
45,6779
