user-id-key,race_id
61,2611
61,858
61,984
61,878
61,583
61,764
62,9647
62,7828
62,7657
62,6588
62,630
62,993
62,597
62,5132
62,3086
62,757
62,3227
62,3859
62,3740
62,1919
62,2235
62,706
63,1375
63,3738
63,6812
63,5226
63,1595
63,870
63,984
63,756
63,3036
63,878
63,684
63,2534
63,597
63,859
63,567
63,679
63,764
63,583
63,1985
64,583
64,1120
64,1927
64,1859
64,859
64,679
64,597
65,1375
65,583
65,1478
65,1428
65,662
65,601
65,985
65,878
66,10417
66,3550
66,6372
66,583
66,764
66,597
66,1859
66,782
66,4271
66,809
66,820
66,985
67,7317
67,6363
67,5208
67,4993
67,2226
67,2877
67,1856
67,583
67,859
68,8009
68,564
68,707
68,11275
68,9558
68,6601
68,1170
68,9211
68,11693
68,11549
68,2740
68,6121
68,9176
68,7677
68,7765
68,2772
68,8026
68,5172
68,4078
68,597
68,8722
68,3904
68,637
68,11572
68,706
68,1553
68,7930
68,2576
68,10992
68,9647
68,3738
68,579
68,6187
68,3299
68,10049
68,3559
68,2899
68,583
68,6936
68,1595
68,2644
68,984
68,9272
68,6180
68,5076
68,6108
68,8869
68,1309
68,988
68,8091
68,8726
68,6812
68,5406
68,7887
68,4347
68,734
68,3915
68,792
68,820
68,7293
68,2846
68,859
68,4451
68,690
68,784
68,3179
68,1927
68,684
69,1985
69,756
69,6448
69,583
69,544
69,764
70,583
70,792
70,3053
70,916
70,820
70,743
70,597
70,764
71,2206
71,3559
71,7606
71,6540
71,547
71,7244
71,564
71,3237
71,878
71,2204
71,2325
72,8368
72,4810
72,782
72,7041
72,859
72,583
72,764
72,1859
72,985
72,6494
72,5438
73,8722
73,3227
73,743
73,706
73,583
73,597
73,764
73,820
73,3110
74,8109
74,792
74,829
74,706
74,3904
74,820
74,4706
74,3126
74,734
74,1595
74,3441
74,583
74,2993
74,567
74,858
74,878
74,1985
74,2100
74,782
74,764
75,756
75,6356
75,583
75,1927
76,1985
76,10499
76,9742
76,1120
76,10351
77,6289
77,804
77,7351
77,583
77,1595
77,2985
77,1851
77,782
77,1375
77,820
78,1595
78,13296
78,5172
78,6062
78,567
79,11156
79,5132
79,2644
79,11062
79,4371
79,5620
79,6180
79,916
79,8346
79,764
79,7896
79,706
79,2576
79,4563
79,757
79,7657
79,3904
79,815
79,571
79,3738
79,7421
79,4078
79,583
79,820
79,2713
79,643
79,6627
79,6729
79,2611
80,757
80,12052
80,800
80,583
80,764
80,1604
80,2902
80,1964
81,583
81,10313
81,1874
81,7891
81,764
81,3559
81,6356
81,4688
82,1309
82,1595
82,9041
82,2206
82,11251
82,9969
82,764
82,2160
82,564
82,875
82,597
82,1985
82,5362
82,6017
82,878
82,5620
82,618
82,984
82,2902
82,2740
82,2599
82,2534
83,9969
83,3237
83,1996
83,3168
84,1428
84,1157
84,756
84,3337
84,6779
84,1985
84,1120
84,764
84,3909
84,3975
84,3036
84,859
84,583
84,3433
85,3337
85,4584
85,6936
85,9272
85,5226
85,6812
85,4193
85,3237
85,1595
85,792
85,4221
85,820
85,3841
85,557
85,567
85,3241
85,3459
85,3464
85,764
85,3446
85,583
85,597
85,2770
85,756
85,2611
85,1985
85,782
86,985
86,1996
86,3237
86,859
86,557
86,567
86,597
86,583
87,601
87,679
87,785
87,782
87,756
87,1985
87,583
87,2040
87,764
88,1985
88,858
88,1428
88,3632
89,3738
89,9272
89,1595
89,7244
89,4271
89,878
89,1375
89,583
89,6356
89,985
89,1985
89,782
89,1587
89,764
89,3559
89,1428
89,3237
89,2892
89,859
90,1553
90,10804
90,2875
90,859
90,3559
90,10400
90,5620
90,9272
90,2652
90,570
90,984
90,8026
90,8545
90,878
90,815
90,567
90,1985
90,7244
90,583
90,2564
91,782
91,786
91,2349
91,8651
92,13475
92,567
92,755
92,2564
92,719
92,6812
92,563
92,6936
92,9438
92,9462
92,9433
92,858
92,815
92,8496
92,7244
92,809
92,786
92,764
92,1375
92,1595
92,6973
92,2611
92,539
92,547
92,972
92,838
93,815
93,2611
93,1202
93,1595
93,2652
93,583
94,756
94,564
94,9786
94,583
95,815
95,6733
95,5208
95,1202
95,1428
95,3559
95,3569
95,984
95,3179
95,583
95,3433
95,2599
95,2652
95,2534
95,1521
95,1985
96,12226
96,8161
96,3951
96,1080
96,779
96,4789
96,4304
96,820
96,764
96,583
96,3433
96,3205
96,3036
96,546
96,2850
96,872
96,859
96,1985
96,1874
97,8057
97,646
97,2877
97,3187
97,583
97,1854
97,2072
97,859
97,2495
97,3174
97,820
97,1985
97,764
98,1985
98,3227
98,764
98,820
98,564
98,3559
98,2564
99,7954
99,546
99,645
99,597
99,859
99,728
99,838
99,820
99,764
99,583
99,9786
100,815
100,7933
100,8161
100,583
100,567
100,3168
101,764
101,820
101,583
101,3963
101,5706
101,597
101,756
101,1985
101,782
101,3399
102,597
102,985
102,2534
102,1985
102,1120
102,756
102,764
102,782
102,820
102,583
103,984
103,5620
103,9272
103,6140
103,3295
103,10559
103,6365
103,9433
103,5192
103,6062
103,7419
103,583
103,985
103,597
104,684
104,648
104,2877
104,3066
104,564
104,3047
104,3097
104,7258
104,4685
104,1462
105,13040
105,6180
105,2644
105,1309
105,1428
105,583
105,567
106,786
106,764
106,8722
106,10400
106,984
106,1170
106,10398
106,9502
106,7227
106,561
106,820
106,564
106,9438
106,9272
106,8504
106,567
106,583
106,3227
106,985
106,615
106,2211
106,5711
106,5591
106,4789
106,1202
106,3459
106,2599
107,1859
107,3986
107,3559
107,648
107,6812
107,3097
107,2694
107,1445
107,10026
107,2931
107,895
107,4695
107,7933
107,792
107,7863
107,7751
107,6021
107,3725
107,668
107,3839
107,5016
107,5029
107,6738
107,7192
107,7220
107,748
107,544
107,770
107,3307
107,6623
107,1304
107,859
107,3219
107,1919
107,2886
107,820
107,1462
107,809
107,561
108,782
108,886
108,2579
108,5115
108,617
108,3237
108,756
108,583
108,764
109,12602
109,645
109,11275
109,2875
109,7930
109,12586
109,9272
109,706
109,908
109,815
109,764
109,10906
109,1595
109,11265
109,5620
109,878
109,809
109,782
109,583
109,786
110,782
110,1309
110,1595
110,4951
110,8742
110,764
110,878
110,2652
110,4912
110,3676
110,1985
110,583
111,794
111,792
111,546
111,542
111,584
111,618
111,859
111,597
111,875
111,1428
111,764
111,2611
111,3559
111,1521
111,1595
111,7244
111,567
111,786
111,583
111,878
111,858
112,4044
112,13292
112,792
112,7566
112,6249
112,9272
112,6180
112,1256
112,2652
112,12442
112,12437
112,12273
112,12239
112,597
112,10680
112,9824
112,9842
112,7229
112,5076
112,6365
112,5208
112,561
112,820
112,664
112,8335
112,684
112,734
112,782
112,702
112,756
112,5536
112,3459
113,6426
113,2564
113,750
113,1996
113,3205
113,1120
114,764
114,547
114,3313
114,7011
114,597
114,643
114,627
114,539
114,1133
114,546
114,759
115,11193
115,3738
115,988
115,8869
115,2877
115,5448
115,8956
115,8928
115,4847
115,1859
115,2564
115,6446
115,6333
115,3087
115,6017
115,5192
115,4172
115,3841
115,3446
115,3326
115,859
115,597
115,2534
115,2652
115,791
115,1375
115,1854
116,2126
116,583
116,985
116,1985
117,764
117,792
117,820
117,3433
117,782
117,597
117,583
117,859
117,1985
118,4271
118,567
118,858
118,5076
118,3237
118,800
118,2740
118,3569
118,1575
118,820
118,3464
118,885
118,2939
118,870
118,583
118,1859
118,764
118,859
119,8722
119,916
119,734
119,701
119,718
119,4371
119,2945
119,643
119,561
119,583
119,859
119,2042
119,820
120,9884
120,583
120,8295
120,9254
120,8591
121,10680
121,597
121,764
121,583
121,5620
121,9433
121,1985
121,7408
121,820
121,3036
121,1101
121,985
121,6289
121,5585
121,4451
122,7613
122,764
122,3975
122,2232
123,684
123,764
123,6631
123,820
123,859
123,3237
123,734
123,643
123,916
123,1101
123,597
124,809
124,7041
124,859
124,1120
124,2939
124,716
124,782
124,1143
124,756
124,790
124,3141
124,1985
124,1856
124,583
124,784
124,764
124,820
125,583
125,1182
125,1927
125,2072
125,2057
125,1985
125,764
126,1859
126,782
126,764
126,7408
126,583
126,6363
126,3559
126,859
127,1985
127,764
127,3459
127,3433
127,820
127,583
127,679
127,597
128,7244
128,1309
128,878
128,764
128,815
128,2644
128,988
129,8869
129,9272
129,10400
129,6829
129,764
129,583
129,734
129,5505
129,5021
129,706
129,756
129,759
129,820
129,3524
129,784
129,2945
129,597
129,630
130,583
130,1595
130,858
130,3237
131,976
131,809
131,592
131,597
131,1985
131,583
132,7041
132,859
132,5649
132,679
132,1985
132,583
132,3459
133,583
133,597
133,6000
133,5184
133,561
134,7206
134,809
134,782
134,3559
134,3168
134,7263
134,1256
134,5711
134,3459
134,690
134,820
134,1996
134,1451
134,564
134,583
134,597
134,2227
134,601
134,733
134,1985
134,764
135,1428
135,2611
135,4951
135,8651
135,6491
135,8742
135,1985
135,1375
135,7507
135,7589
135,859
135,764
135,583
136,985
136,782
136,583
136,2057
137,9775
137,9944
137,1919
137,684
137,3227
137,561
137,564
137,820
137,764
137,597
137,841
137,8368
137,4666
137,653
137,5555
137,787
137,1031
137,544
137,590
137,1004
137,2670
137,4388
137,634
137,588
137,586
137,4438
137,794
137,592
137,542
137,645
137,547
137,546
137,824
137,3168
137,1587
137,2057
137,2564
137,782
137,756
137,1985
137,3237
137,859
137,583
138,583
138,597
138,1996
138,985
139,2564
139,764
139,820
139,985
139,4345
139,583
139,859
140,1985
140,764
140,782
140,564
140,7408
140,6356
140,7301
140,859
140,597
140,4912
140,916
140,4451
140,1120
140,3179
140,1996
140,3559
141,3559
141,4576
141,6356
141,7351
141,583
141,1985
141,764
141,4151
141,2126
141,846
141,3399
141,3337
141,3045
141,674
141,665
141,679
142,1202
142,1101
142,878
142,662
142,2276
142,657
143,12763
143,12806
143,13821
143,809
143,764
143,756
143,573
143,7487
143,792
143,820
143,3280
143,7380
143,7183
143,7337
143,597
143,583
143,859
143,3237
143,554
143,3063
143,3057
143,3907
143,1307
143,3855
144,7317
144,10900
144,7041
144,583
144,4462
144,643
144,3975
144,2564
144,743
144,2314
144,571
144,804
144,3070
144,1859
144,1985
144,757
144,756
144,782
144,764
144,1996
144,784
144,3179
144,3606
144,3554
145,820
145,9742
145,11786
145,756
145,567
145,1120
145,544
145,782
145,1428
145,597
145,679
145,583
146,3559
146,820
146,597
146,583
146,764
147,13475
147,13381
147,583
147,597
147,985
147,1428
147,782
148,7414
148,1279
148,1120
148,7293
148,1428
148,583
148,3433
148,3045
148,3168
148,679
148,782
148,1985
148,764
149,792
149,1462
149,564
149,809
149,820
149,583
149,859
149,9944
149,597
149,684
149,11615
149,764
149,10425
149,10432
149,561
150,8722
150,1595
150,5226
150,8073
150,567
150,984
150,878
150,1120
150,1996
150,4221
150,4193
150,1428
150,583
150,1184
150,3433
150,756
150,1985
150,782
150,679
150,764
151,1985
151,660
151,547
151,546
152,764
152,1235
152,6356
152,583
152,3237
153,7891
153,8545
153,597
153,764
154,11352
154,1985
154,786
154,7244
154,4451
154,583
154,878
154,2618
154,2072
154,764
155,3559
155,6863
155,3464
155,5076
155,4510
156,10322
156,1985
156,1428
156,583
156,1969
156,564
156,1419
157,841
157,1985
157,5122
157,782
157,3909
157,7188
157,984
157,583
157,2151
158,1977
158,784
158,756
158,6483
158,6676
158,1445
158,859
158,583
158,1595
158,1985
158,597
158,820
159,1595
159,3464
159,617
159,5525
159,3559
159,3227
159,859
159,1925
159,684
159,985
159,1927
159,878
159,3855
159,809
159,702
159,567
159,583
159,3237
159,782
159,679
159,546
159,756
159,764
159,785
159,790
159,733
159,1235
159,1120
160,12586
160,859
160,7471
160,2564
160,1985
160,3168
160,583
161,597
161,3841
161,583
161,2611
162,8455
162,3227
162,859
162,2042
162,5525
162,5122
162,2151
162,734
162,756
163,5935
163,4993
163,583
163,4789
163,785
163,742
164,820
164,3328
164,809
164,597
164,564
165,13038
165,583
165,597
165,2931
165,792
165,1430
166,679
166,583
166,820
166,597
167,3237
167,764
167,583
167,601
167,878
167,859
167,756
167,784
167,1985
168,1595
168,3904
168,1985
168,820
168,3227
168,583
168,1428
168,597
168,706
168,734
168,859
168,3237
168,571
168,764
168,1375
169,2072
169,4050
169,4025
169,764
169,1927
169,859
169,583
170,10928
170,8742
170,7473
170,7471
170,3168
170,1996
170,3721
170,2126
170,1985
170,785
170,583
171,6356
171,3299
171,4371
171,1587
171,764
171,573
171,3841
171,3487
171,583
171,2899
171,543
171,815
171,597
171,662
171,2156
171,564
171,563
171,579
171,859
171,601
171,755
171,646
171,637
171,706
171,1309
171,756
171,743
171,1595
172,3179
172,3433
172,583
172,597
172,2232
172,1985
172,679
172,782
172,764
173,546
173,829
173,985
173,3001
173,4789
173,2564
173,684
173,1985
173,782
174,684
174,864
174,1985
174,5527
174,1229
174,3237
174,583
175,8894
175,764
175,820
175,583
175,5362
176,11219
176,11352
176,5192
176,1428
177,1985
177,583
177,3036
177,571
177,3433
177,1996
177,1235
177,756
178,1985
178,764
178,583
178,809
178,4451
178,3168
178,3179
179,2160
179,756
179,627
179,691
179,785
179,764
179,583
180,5442
180,4570
180,2366
180,849
181,5525
181,564
181,764
181,1985
181,3112
181,3087
181,859
182,9272
182,583
182,2875
182,8722
182,557
182,10400
182,7335
182,12159
182,2997
182,10432
182,684
182,734
182,643
182,1925
182,756
182,864
182,3227
182,3313
182,809
182,10904
182,824
182,764
182,5525
182,4180
182,792
182,784
182,1587
182,1462
182,782
182,820
182,3158
183,2564
183,583
183,764
183,820
184,583
184,1985
184,597
184,546
184,3904
184,858
184,878
184,706
184,1595
184,764
185,583
185,597
185,684
185,782
185,820
185,1985
186,1985
186,583
186,2902
186,764
187,3112
187,3237
187,1927
187,859
187,583
187,1874
187,1859
188,8026
188,1428
188,1595
188,3841
188,878
188,567
188,1451
188,764
188,1256
188,3205
188,3099
188,984
188,679
188,583
188,786
188,1985
189,764
189,6356
189,1428
189,583
189,7301
189,3237
189,597
189,2564
189,6289
189,4951
189,1996
189,1985
189,1859
189,4451
189,3179
189,2072
189,4267
189,4180
189,4131
189,820
190,809
190,1462
190,784
190,546
190,875
191,2564
191,4897
191,2738
191,1985
191,3975
191,859
191,3179
191,764
191,583
191,782
191,4172
192,2875
192,878
192,8026
192,13381
192,9969
192,583
192,6180
192,764
192,3904
192,7501
192,7421
192,1256
192,5076
192,6017
192,6043
192,3179
192,574
192,3975
192,1996
192,859
192,3036
192,2652
192,2263
192,1985
192,785
192,756
192,1375
192,782
193,583
193,597
193,1985
193,764
194,583
194,3777
194,5362
194,820
194,782
194,3841
194,1120
195,8101
195,2072
195,9330
195,4352
195,4012
195,7948
195,3650
195,11467
195,764
195,792
195,3738
195,13335
195,3261
195,10873
195,7244
195,5620
195,13009
195,1309
195,12909
195,984
195,7227
195,4078
195,5172
195,8751
195,11410
195,8026
195,5226
195,8224
195,8956
195,1927
195,583
196,8662
196,13475
196,1202
196,3257
196,2206
196,734
196,5970
196,3569
196,3459
196,3433
196,1985
197,3606
197,583
197,809
197,597
197,3237
197,578
198,820
198,7244
198,1996
198,764
198,782
198,756
198,583
198,985
199,4789
199,583
199,756
199,2057
200,3227
200,3932
200,11905
200,1985
200,756
200,800
200,1428
200,820
201,706
201,8871
201,643
201,759
201,764
201,684
202,6753
202,8256
202,1985
202,583
202,597
203,9678
203,9459
203,583
203,8496
203,7602
204,13530
204,820
204,764
204,10322
204,583
204,7649
204,8496
205,1985
205,583
205,6356
205,878
205,764
205,3690
205,984
205,820
205,859
205,620
205,597
205,2331
206,985
206,859
206,583
206,4347
206,2738
207,764
207,782
207,583
207,679
208,984
208,567
208,583
208,643
208,809
208,764
208,679
209,617
209,734
209,1985
209,3227
209,820
209,3237
209,859
209,583
209,571
209,1235
209,597
209,756
209,1876
209,782
209,764
210,820
210,839
210,1985
210,792
210,809
210,583
210,1428
210,3459
210,2939
210,3045
210,2954
211,13087
211,8742
211,8776
211,583
211,1985
211,734
211,4666
211,1996
212,571
212,1428
212,859
212,7457
212,583
212,5362
212,3459
213,878
213,1428
213,583
213,3446
214,583
214,985
214,3963
214,756
214,764
214,782
214,3559
214,1414
214,859
215,597
215,583
215,820
215,985
216,583
216,756
216,597
216,6365
217,2206
217,5620
217,5525
217,898
217,8755
217,2042
217,809
217,839
217,6187
217,1927
217,583
217,864
217,5208
217,764
217,820
217,7317
217,1856
217,3237
217,859
217,3187
218,764
218,756
218,597
218,859
219,764
219,583
219,734
219,756
219,1874
219,4347
219,3168
219,597
220,782
220,1428
220,583
220,3179
220,1985
221,10400
221,755
221,8722
221,706
221,764
221,3227
221,7333
221,820
221,859
221,583
221,6384
221,597
221,6049
221,5579
221,2156
221,4897
221,759
221,659
221,1587
221,2349
221,1925
222,3433
222,985
222,859
222,1927
222,1985
222,2072
222,2057
222,792
222,583
222,764
223,820
223,4464
223,809
223,684
223,734
223,3915
223,756
223,583
224,756
224,792
224,9169
224,687
224,733
224,564
224,583
224,1985
224,1279
224,782
224,859
225,1428
225,543
225,618
225,542
225,875
225,584
225,576
225,592
225,547
225,546
225,3237
225,820
225,770
225,597
225,756
225,859
225,764
225,583
226,1428
226,800
226,3459
226,820
226,782
226,583
227,13495
227,567
227,5226
227,1595
227,10499
227,878
227,755
227,597
227,1985
227,583
227,1428
228,734
228,756
228,583
228,2564
228,2083
228,617
229,784
229,2042
229,734
229,1919
229,3227
229,859
229,824
229,564
229,5525
229,7954
229,643
229,571
229,1925
229,782
229,1587
229,3237
229,1859
229,583
229,820
229,985
230,820
230,1985
230,1120
230,679
230,782
230,3179
230,597
230,583
231,564
231,3237
231,859
231,1919
231,5525
231,684
231,1925
231,546
231,583
231,1996
231,696
231,1985
231,597
232,756
232,3179
232,679
232,583
233,9786
233,859
233,597
233,2072
233,1927
233,820
234,583
234,4789
234,782
234,764
234,4267
234,1996
234,2985
235,4085
235,583
235,690
235,1157
235,2057
236,2740
236,6936
236,1595
236,820
236,592
236,1985
236,583
236,756
236,764
236,858
236,815
236,786
236,988
236,878
237,7110
237,2564
237,1985
237,3179
237,782
237,583
237,597
237,679
237,1120
237,756
238,1428
238,583
238,1985
238,809
239,3684
239,2939
239,3237
239,859
239,539
240,3164
240,3738
240,832
240,583
240,867
240,691
241,7910
241,3932
241,7293
241,7041
241,6356
241,859
241,985
241,583
241,1985
241,4853
241,756
241,1996
241,809
242,1595
242,2875
242,1375
242,7244
242,909
242,859
242,2740
242,815
242,3904
242,3841
242,786
242,706
242,809
242,657
242,583
242,2576
242,3237
242,764
242,5172
242,1157
242,878
242,858
242,2611
242,5076
242,567
242,3459
243,7158
243,4193
243,8368
243,8161
243,782
243,820
243,7408
243,859
243,7041
243,3036
243,1985
243,3559
243,1996
243,3179
243,583
243,764
244,3986
244,3227
244,809
244,839
244,648
244,564
244,1546
244,597
244,1584
244,583
244,1279
245,1587
245,2564
245,6760
245,3464
245,2186
245,684
245,734
245,756
245,820
246,14036
246,10804
246,13475
246,10766
246,1985
246,785
247,12226
247,1985
247,583
247,1256
247,3237
248,583
248,4255
248,764
248,2860
249,3932
249,7566
249,10680
249,604
249,1985
249,764
249,597
249,583
249,1428
250,9824
250,1985
250,8204
250,3909
250,7252
251,583
251,759
251,10400
251,8871
251,7923
251,706
252,7244
252,6494
252,7041
252,7408
